score_col,threshold,min_f1_delta,mean_f1_delta,min_macro_delta,max_fault_to_weather,mean_weather_f1,passes_discovery
weather7_blend,0.25,-0.6696293902176255,-0.5842909739918756,-0.2768449295587453,0.10743801652892562,0.05597817714684081,False
weather7_blend,0.27499999999999997,-0.6670117322291235,-0.581649513561993,-0.2818565845704003,0.10743801652892562,0.05861963757672327,False
weather7_blend,0.3,-0.6653096471749321,-0.5800668318690396,-0.28673550194931774,0.10330578512396695,0.060202319269676785,False
weather7_blend,0.32499999999999996,-0.6623459237963054,-0.5770746645649429,-0.2859736822886425,0.09504132231404959,0.06319448657377334,False
weather7_blend,0.35,-0.6576871254831046,-0.5729098760860087,-0.27584225576195387,0.09504132231404959,0.0673592750527076,False
weather7_blend,0.37499999999999994,-0.6543628624634211,-0.571317471591869,-0.27229600967731316,0.09504132231404959,0.06895167954684744,False
weather7_blend,0.39999999999999997,-0.6494641334794787,-0.569203742261703,-0.26209925856307426,0.09504132231404959,0.07106540887701335,False
weather7_blend,0.42499999999999993,-0.6458985053875564,-0.5679244536857385,-0.25797837944219515,0.08677685950413223,0.0723446974529778,False
weather7_blend,0.44999999999999996,-0.642532888641838,-0.5678683652539436,-0.2644056844067342,0.08677685950413223,0.07240078588477271,False
weather7_blend,0.475,-0.6390535467298952,-0.5665237873449503,-0.27062740386374773,0.08677685950413223,0.073745363793766,False
weather7_blend,0.49999999999999994,-0.6371036165022802,-0.5678550412500253,-0.2727224139306792,0.08677685950413223,0.07241410988869108,False
weather7_blend,0.525,-0.6333333333333333,-0.5673025821226901,-0.2755438755403,0.08677685950413223,0.07296656901602619,False
weather7_blend,0.5499999999999999,-0.6299879445449066,-0.5726873658354121,-0.27579665612675097,0.08677685950413223,0.06758178530330429,False
weather7_blend,0.575,-0.6315958815958815,-0.5761886370582023,-0.29856638782671086,0.08677685950413223,0.06408051408051409,False
weather7_blend,0.6,-0.6324862302168305,-0.5798423675184093,-0.3181605245328768,0.08677685950413223,0.060426783620307005,False
